SVAD_identifier,agey,spheno_occipital,C1_lipping,C1_eburnation,L1_spinous_process,L1_sup_epiph,L1_sup_surf,L1_inf_epiph,L1_inf_surf,L5_sup_margin,L5_inf_margin,L5_sup_epiph,L5_sup_surf,L5_inf_epiph,L5_inf_surf,cerv_lipping,cerv_candlewax,thoracic_lipping,thoracic_candlewax,lumbar_lipping,lumbar_candlewax,S1_margin,S12_fusion,sacral_elbow,sternum_dorsal_ridge,R2_rim_profile,R2_shingle,R310_rim_profile,R310_shingle,Hum_LW,Tib_LW,Calc_LW,Inno_LW,parietal_depression,occipital_condyle,R1_Fusion,R2_cap,clav_med_epiph,clav_med_gravel,clav_med_macro,clav_lat_macro,glenoid_fossa,glenoid_lipping,lesser_tubercle_bumps,lesser_tubercle_margin,humerus_greater_tubercle,med_epicondyle,lat_epicondyle,radius_tuberosity_ridge,ulna_exostoses,trapezium_lipping,fovea_margin,fem_head_surf,troch_fossa_exost,troch_med_surf_exost,fibula_mercury_wings,SI_fusion,iliac_crest_fusion,ilium_tuberculum,ant_inf_spine_exos,acet_post_margin,acet_post_surf,acet_end_lipping,ischium_tub_margin_spur,Ischium_medial_spur,ischium_tub_bumps,inferior_surf_porosity,sup_post_iliac_exos,inf_post_iliac_exos,post_exost_complete,pubic_collar,symph_relief,sup_apex,ventral_margin,dorsal_margin,troch_lat_surf
1076,60,1,0,0,NA,NA,NA,NA,NA,2,2,3,1,3,2,1,0,0,0,1,0,NA,2,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,3,1,0,1,2,2,0,1,NA,NA,NA,0,0,NA,1,0,0,0,0,0,3,0,0,1,0,1,0,0,1,1,1,1,1,NA,1,NA,NA,NA,0
1077,35,1,0,0,NA,3,1,3,1,0,0,3,1,3,1,0,0,0,0,0,0,NA,2,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,1,NA,NA,NA,0,0,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1078,58,1,1,0,NA,NA,NA,NA,NA,2,NA,3,2,NA,NA,0,0,1,1,1,0,2,2,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,2,2,0,2,NA,1,0,0,0,NA,1,0,1,0,0,0,3,0,1,1,0,0,0,0,1,1,1,1,1,0,1,2,2,2,0
1079,52,1,0,0,2,3,1,3,1,1,1,3,1,3,1,1,0,1,1,0,0,2,2,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,2,0,0,1,0,0,NA,0,0,1,1,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,2,2,3,2,1
1080,73,1,1,1,2,3,1,3,1,2,2,3,2,3,1,0,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,NA,1,0,0,0,0,0,3,0,0,0,2,1,1,2,1,0,1,0,NA,0,1,2,1,0,NA,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,2,2,3,2,0
1081,52,1,0,0,0,3,1,3,1,0,1,3,1,3,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,1,0,NA,NA,0,NA,NA,1,1,1,0,NA,0,3,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
1082,40,1,0,0,NA,3,1,3,1,0,0,3,1,3,1,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,3,0,0,1,1,1,0,1,0,NA,NA,NA,0,NA,0,0,0,0,NA,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,1,2,2,2,0
1083,50,1,0,0,2,3,1,3,1,2,2,3,1,3,1,0,0,1,0,0,0,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,1,1,NA,1,0,NA,0,1,0,1,1,0,0,3,0,1,0,0,0,0,0,0,NA,1,1,1,0,1,2,2,2,0
1084,29,1,0,0,NA,3,1,3,1,0,0,3,1,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0
1085,50,1,1,0,NA,NA,NA,NA,NA,1,2,3,1,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,0,0,NA,2,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0,0,0,0,3,0,0,1,0,0,0,0,NA,0,1,1,1,NA,NA,NA,NA,NA,0
1086,42,1,0,0,NA,NA,NA,NA,NA,2,2,3,1,3,1,0,0,1,1,1,0,2,2,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,0,2,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,0
1087,16,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,0,0,NA,NA,NA,NA,NA,0
1088,57,1,1,0,2,3,1,3,1,2,2,3,2,3,2,1,1,1,1,1,1,2,2,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,3,NA,NA,1,2,2,NA,2,NA,NA,1,1,0,NA,1,0,1,1,0,0,3,0,1,1,0,0,1,0,2,0,1,1,1,0,1,2,2,2,0
1089,65,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,1,2,2,1,2,1,0,1,0,1,NA,NA,NA,NA,NA,NA,0,3,0,NA,1,0,1,0,0,2,1,1,1,1,NA,NA,NA,NA,NA,NA
1090,70,1,1,0,NA,3,1,3,1,2,2,3,1,3,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,1,0,0,NA,1,NA,NA,NA,NA,0,3,0,NA,1,0,0,0,0,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
1091,78,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,1,2,1,2,2,1,2,0,1,1,0,0,NA,1,0,1,1,0,0,3,0,1,1,0,0,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,0
1092,69,1,1,0,NA,3,1,3,NA,2,2,3,2,3,1,0,0,1,1,1,1,2,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,3,NA,NA,0,2,1,0,2,1,NA,1,0,0,NA,1,1,1,1,NA,0,3,0,1,1,0,0,0,0,2,0,1,1,1,NA,1,NA,3,3,1
1093,50,1,0,0,2,3,1,3,1,1,1,3,1,3,1,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,0,2,0,0,0,0,0,NA,0,0,0,0,NA,0,3,0,0,1,0,0,0,0,0,1,NA,NA,0,NA,NA,NA,NA,NA,0
1094,56,1,0,0,NA,3,1,3,1,2,2,3,1,3,1,0,0,1,0,1,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,1,0,0,0,NA,NA,1,0,1,0,NA,0,3,0,1,1,0,0,0,0,2,0,1,1,1,0,2,2,3,3,0
1095,65,1,0,0,2,3,1,3,1,2,1,3,1,3,1,0,0,1,0,0,0,2,2,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,1,1,1,1,1,0,0,NA,1,0,1,0,0,0,3,0,0,1,1,0,0,0,1,0,1,1,1,0,2,2,3,2,0
1096,77,1,1,0,2,3,1,3,1,2,2,3,1,3,1,0,0,0,0,0,0,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,0,3,0,0,0,1,1,1,2,1,1,1,0,0,1,1,0,1,0,0,0,3,0,0,1,1,0,0,0,0,1,1,1,1,0,2,2,3,2,0
1097,70,1,1,0,2,3,1,3,1,2,2,3,1,3,1,0,0,1,1,1,0,2,2,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,NA,NA,0,1,0,1,NA,0,0,NA,1,0,1,1,0,0,3,0,0,1,0,1,0,0,1,0,1,1,1,0,2,2,2,2,0
1098,27,1,0,0,1,3,1,3,1,0,0,3,1,NA,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,NA,2,NA,NA,NA,0
1099,68,1,1,0,NA,3,1,3,1,2,2,3,1,3,1,1,0,1,0,1,0,2,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,3,1,0,1,2,2,0,2,1,1,NA,0,0,1,1,0,1,1,0,0,3,0,1,1,0,0,0,NA,NA,1,1,1,1,0,2,2,3,2,2
1100,52,1,0,0,1,3,1,3,1,2,2,3,1,3,1,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,1,2,1,2,0
1101,75,1,0,0,2,3,1,3,1,2,2,3,NA,3,1,1,0,1,1,1,1,2,2,1,0,NA,0,1,0,0,0,0,0,0,0,0,1,3,1,0,1,2,2,1,2,NA,0,0,0,0,NA,1,2,1,1,NA,0,3,0,1,1,1,0,0,0,NA,0,1,1,1,0,2,2,1,1,2
1102,30,1,NA,NA,NA,3,1,3,1,NA,NA,3,1,3,1,0,0,0,0,0,0,1,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,2,NA,NA,0,NA,NA,0,1,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,1,NA,NA,0,1,1,1,1,0
1103,83,1,1,1,NA,3,1,3,1,2,2,3,1,3,1,0,0,1,0,0,0,2,2,0,NA,NA,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1,2,2,1,2,1,1,NA,0,0,NA,1,0,1,1,0,0,3,1,1,1,0,0,0,0,2,1,1,1,1,0,2,2,3,3,1
1104,78,1,1,0,NA,3,1,3,1,2,NA,3,1,NA,NA,1,1,1,0,1,0,NA,2,1,0,NA,0,1,0,1,1,0,0,0,0,0,0,3,0,0,1,2,2,1,1,0,0,1,0,0,NA,1,0,1,1,0,0,3,0,1,1,0,0,0,0,2,1,1,1,1,0,2,2,2,3,0
1105,20,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,0
1106,30,1,0,1,1,3,1,3,1,NA,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,2,0
1107,43,1,0,0,2,3,1,3,1,0,0,3,1,3,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,NA,0,0,NA,0,0,0,0,0,0,3,0,0,0,0,NA,0,0,0,0,1,1,1,0,2,2,3,1,0
1108,30,1,0,0,NA,3,1,3,1,1,NA,3,1,3,1,0,0,0,0,1,1,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,3,1,0,1,1,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,NA,NA,1,1,1,0,1,2,2,1,0
1109,63,1,0,0,2,3,1,3,1,2,NA,3,1,3,1,1,0,1,1,1,1,2,2,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,0,3,1,1,1,2,2,1,2,0,NA,NA,NA,NA,0,1,0,1,1,0,0,3,0,1,1,0,1,0,0,1,0,1,1,1,0,2,2,2,2,0
1110,57,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,NA,1,2,1,0,0,1,0,1,0,0,NA,1,0,1,1,0,0,3,0,1,1,0,0,0,0,1,0,1,1,1,0,2,2,3,2,1
1111,69,1,NA,0,2,3,1,3,1,2,2,3,1,3,1,1,0,1,1,1,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,2,2,0,2,1,0,0,0,0,0,1,0,1,1,0,0,NA,NA,0,1,0,0,0,0,1,1,1,1,1,0,2,2,2,2,1
1112,20,1,0,0,NA,3,0,3,NA,1,1,3,1,3,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1113,52,1,0,0,0,3,1,3,1,2,1,3,1,3,1,0,0,0,0,0,0,2,2,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,3,NA,NA,1,2,1,1,1,0,0,1,NA,0,NA,1,0,0,0,0,0,3,0,0,1,0,1,0,0,2,0,1,1,1,0,2,2,2,2,0
1114,68,1,0,0,2,3,2,3,1,2,2,3,1,3,1,0,0,0,0,0,0,2,2,0,0,NA,0,1,0,0,0,1,0,0,0,0,0,3,0,1,1,2,2,1,2,1,1,NA,0,0,0,1,0,1,0,NA,0,3,0,0,1,0,0,0,0,2,1,1,1,1,0,1,2,2,2,0
1115,52,1,0,0,2,3,1,3,1,2,2,3,1,3,1,0,0,0,0,1,0,2,2,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,1,0,0,NA,1,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,1,2,2,2,0
1116,29,1,0,0,NA,3,1,3,1,0,1,3,1,3,1,0,0,0,0,0,0,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,0,NA,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,0
1117,93,1,1,1,2,3,1,3,1,2,2,3,1,3,2,0,0,1,0,1,1,2,2,0,1,1,0,1,0,1,0,0,0,0,0,0,NA,3,1,1,1,2,2,1,2,0,1,1,1,0,1,1,0,1,1,0,0,3,0,1,1,0,1,0,0,2,1,1,1,1,0,1,2,2,3,2
1118,76,1,0,0,2,3,1,3,2,2,2,3,1,3,1,1,0,1,1,1,0,2,2,1,0,NA,NA,1,1,1,0,0,0,0,0,0,0,3,1,0,0,2,2,1,2,NA,1,1,0,0,NA,1,0,1,1,0,0,3,0,1,1,1,0,0,0,1,1,1,1,2,NA,NA,NA,NA,NA,1
1119,57,1,NA,NA,2,3,1,3,1,2,2,3,1,3,1,1,0,1,1,1,0,2,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,2,0,0,1,0,0,NA,0,0,1,0,0,0,3,0,0,1,0,0,1,0,1,0,1,1,1,0,1,2,2,2,1
1120,43,1,0,0,0,3,1,3,1,0,1,2,1,3,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,NA,0,0,NA,0,0,0,0,0,0,3,0,NA,1,0,NA,0,0,0,0,1,1,1,0,2,2,3,3,0
1121,35,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA
1122,38,1,0,0,0,3,1,3,1,0,0,3,1,3,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,2,1,0
1123,88,1,0,0,2,3,2,3,2,2,2,3,2,3,1,1,0,1,0,1,0,2,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,1,1,2,2,0,NA,NA,NA,1,0,0,NA,1,0,1,1,0,0,3,0,1,1,1,0,0,0,2,1,1,1,1,0,2,2,3,2,2
1124,51,1,NA,NA,2,3,1,3,1,1,1,3,1,3,1,0,0,0,0,0,0,2,2,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,1,NA,NA,NA,NA,0,NA,1,0,1,1,0,0,3,0,0,0,1,0,1,0,1,0,1,1,1,0,2,2,2,2,2
1125,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0
1126,27,1,NA,NA,0,NA,NA,NA,NA,1,0,3,1,3,1,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1127,65,1,1,0,2,3,1,3,1,2,2,3,1,3,1,0,0,1,1,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,0,1,0,0,1,0,0,NA,1,0,1,0,NA,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,1,2,2,2,1
1128,27,1,NA,NA,0,3,1,3,1,0,1,3,1,3,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1129,54,1,1,0,2,3,2,3,1,2,2,3,1,3,1,1,1,0,0,1,NA,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,1,2,1,NA,NA,0,0,0,1,0,1,1,0,0,3,0,1,1,0,0,0,0,1,0,1,1,1,0,2,2,3,3,0
1130,90,1,0,0,2,3,1,3,1,2,NA,3,1,NA,NA,0,0,1,1,0,0,NA,2,0,NA,NA,1,1,0,1,1,1,1,0,0,0,0,3,1,1,1,2,2,0,2,1,NA,1,0,0,NA,1,0,1,1,0,0,3,1,1,1,0,0,0,0,NA,NA,1,1,1,0,2,NA,3,3,1
1131,77,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,1,0,0,1,0,2,2,0,0,1,1,1,0,0,0,NA,0,0,0,0,0,3,1,0,1,2,2,1,2,1,0,NA,0,0,NA,1,0,1,1,NA,0,3,0,1,1,1,0,0,0,2,0,1,1,1,0,2,2,3,3,2
1132,31,1,0,0,0,3,2,3,1,0,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,NA,2,0,0
1133,69,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,1,1,1,1,0,2,2,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,3,1,1,1,2,2,1,2,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,2,1,2,2,3,2,1
1134,52,1,1,0,NA,3,1,3,1,2,NA,3,1,NA,NA,1,1,1,1,1,1,2,2,NA,0,NA,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,NA,NA,0,0,0,0,0,0,3,0,0,1,0,0,NA,0,1,0,1,1,1,0,2,2,2,2,0
1135,51,1,1,0,2,3,1,3,1,1,2,3,1,3,1,0,0,1,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,0,0,NA,0,0,NA,0,1,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,1,2,2,2,0
1136,32,NA,0,0,NA,3,1,3,1,0,0,3,1,3,1,0,0,0,0,0,0,0,2,0,0,NA,1,0,0,0,0,0,0,NA,NA,0,0,3,NA,NA,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,NA,1,1,1,0,0,1,2,1,3,0
1137,70,1,0,0,2,3,1,3,1,2,2,3,1,3,1,1,1,1,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,1,1,NA,1,0,0,NA,NA,NA,1,1,0,0,3,1,0,1,0,0,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,2
1138,59,1,0,0,NA,3,1,3,1,2,1,3,1,3,1,0,0,1,0,0,0,2,2,1,0,NA,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,2,0,2,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,0,1,0,0,1,0,1,1,1,NA,2,NA,3,2,1
1139,65,1,0,0,2,3,1,3,1,2,1,3,1,3,1,1,1,0,0,1,1,2,2,0,0,NA,0,1,0,0,0,1,0,0,0,0,0,3,1,0,1,2,2,0,1,0,0,NA,0,NA,0,1,0,1,0,NA,0,3,0,0,1,0,0,0,0,1,1,1,1,1,0,1,2,2,2,0
1140,72,1,1,0,NA,NA,NA,NA,NA,2,NA,3,1,3,1,1,0,0,0,1,0,NA,NA,NA,0,NA,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,2,2,1,2,0,0,1,0,0,NA,1,0,1,0,1,0,3,0,1,1,0,NA,0,0,1,1,1,1,1,0,2,2,3,3,0
1141,83,1,0,0,NA,3,1,3,1,2,2,3,1,3,1,0,0,1,1,1,1,2,2,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,NA,3,1,1,0,2,2,1,2,1,NA,NA,0,0,NA,1,0,NA,NA,NA,0,3,1,NA,1,0,0,NA,NA,NA,NA,1,1,1,NA,2,2,3,3,NA
1142,74,1,1,0,NA,3,1,3,1,NA,NA,3,1,3,1,0,0,1,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,NA,0,1,NA,1,1,2,0,NA,NA,0,0,0,1,0,1,0,0,0,3,0,NA,1,0,0,0,0,1,0,1,1,1,0,1,2,2,2,1
1143,20,1,0,0,0,2,1,2,1,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1144,82,1,1,1,NA,3,2,3,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,NA,1,0,NA,1,NA,1,0,1,1,1,0,0,0,NA,3,1,0,1,2,2,1,2,0,1,1,1,1,NA,NA,NA,1,1,0,0,3,0,1,1,1,1,0,NA,1,1,1,1,1,0,1,2,3,3,NA
1145,61,1,1,0,2,3,1,3,1,2,2,3,1,3,1,1,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,2,2,3,3,NA
1146,21,1,NA,NA,NA,3,0,3,1,0,0,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,NA
1147,33,1,0,0,NA,3,1,3,1,1,0,3,1,3,1,0,0,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,2,1,0
1148,79,1,1,1,2,3,1,3,1,2,2,3,1,3,NA,0,0,0,0,0,0,2,2,1,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,3,0,0,0,2,2,0,1,0,NA,NA,NA,0,NA,1,0,1,0,0,0,3,1,0,1,0,1,0,0,1,0,1,1,1,0,2,2,3,2,0
1149,53,1,NA,NA,2,3,1,3,1,2,2,3,1,3,1,0,0,1,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,0,0,2,NA,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,2,2,2,0
1150,50,1,0,0,2,3,1,3,1,2,2,3,1,3,1,0,0,1,1,1,0,1,2,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,2,1,0,0,0,1,1,0,0,NA,1,1,1,0,0,2,3,0,0,1,0,0,0,0,1,0,1,1,1,0,2,2,2,2,2
1151,42,1,NA,NA,NA,3,NA,NA,NA,2,2,3,1,3,1,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,NA,0,1,0,0,0,0,3,0,NA,0,0,0,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,0
1152,79,1,NA,NA,NA,3,1,3,1,2,2,3,1,3,1,1,0,1,1,1,0,2,2,1,0,NA,0,0,0,0,0,NA,0,1,0,0,NA,3,1,1,1,2,2,1,2,NA,NA,NA,NA,0,0,1,0,1,1,NA,0,3,1,1,1,0,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,2
1153,63,1,1,0,2,3,1,3,1,2,2,3,1,3,1,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,1,2,0,1,0,0,0,0,1,0,1,1,0,0,3,0,1,1,0,1,0,0,1,0,1,1,1,0,2,2,2,2,1
1154,38,1,0,0,2,3,1,3,1,1,1,3,1,3,1,0,0,0,0,0,0,1,2,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,2,2,0,1,NA,NA,NA,0,0,NA,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,1,2,0
1155,94,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,2,2,1,0,NA,NA,NA,NA,1,1,0,1,0,0,0,0,3,1,1,1,2,2,1,2,1,NA,1,0,0,NA,1,0,1,1,NA,0,NA,NA,1,1,1,1,1,0,2,0,1,1,1,0,2,2,3,3,2
1156,94,1,1,0,2,3,2,3,1,2,2,3,1,3,1,0,0,0,0,1,0,2,2,1,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,3,1,0,1,2,2,1,2,0,1,1,0,0,0,1,0,1,1,0,0,3,1,1,1,1,1,0,0,NA,0,1,1,2,NA,NA,NA,NA,NA,2
